url,org_name,body,sectionType
http://www.africanpoetryprize.org/,Brunel University - International African Poetry Prize, / Deadline: October 1 2018 - November 30 2018 / Poetry / Prize: £3,000 + Publication,Presses
http://burnsidereview.org/book-guidelines/,Burnside Review Press Book Award, / Deadline: November 30 2018 / Poetry / $25 / Prize: $1000 + Publication / Judge: Ed Skoog,Presses
http://ciderpressreview.com/bookaward/book-award-submission-guidelines/#.VVlgy_lVikp,Cider Press Review Book Award, / Deadline: November 30 2018 / Poetry / $25 / Prize: $1,500 + Publication,Presses
http://cinestate.com/books,Cinestate, / Now / Fiction,Presses
http://www.cloudbankbooks.com/Contest.html,Cloudbank Books - Vern Rutsala Poetry Prize ,/ Deadline: October 31 2018 / Poetry / $25 / Prize: $1000 + Publication / Judge: Christopher Buckley,Presses
http://www.codhill.com/submissions/codhill-press-poetry-award-guide/,Codhill Press Poetry Award, / Deadline: December 20 2018 / Poetry / $30 / Prize: $1000 + Publication,Presses
https://coimpress.submittable.com/submit,co•im•press, / Now / Translations,Presses
https://coloradoprize.submittable.com/submit,Colorado Prize for Poetry, / Deadline: October 1 2018 - January 14 2019 / Poetry / $25 / Prize: $2000 + Publication / Judge: Kazim Ali,Presses
http://www.conduit.org/books/,Conduit Books & Ephemera - Marystina Santiestevan First Book Prize,/ Deadline: August 1 2018 - October 15 2018 / Poetry / $25 / Prize: $1000 / Judge: Bob Hicok,Presses
http://www.conduit.org/books/,Conduit Books & Ephemera -  Minds on Fire Open Book Prize,/ Deadline: August 1 2018 - October 15 2018 / Poetry / $25 / Prize: $1000,Presses
http://copper-nickel.org/bookprize/,Copper Nickel - Jake Adam York Prize ,/ Deadline: October 15 2018 / Poetry / $25 / Prize: $2000 + Publication by Milkweed Editions / Judge: Mark Doty,Presses
http://counterpathpress.org/contact,Counterpath Press, / Year-Round / Queries,Presses
http://damagedgoodspress.com/dgp-submissions/,Damaged Goods Press, / Now / Poetry | Essays | Hybrid Writing from Queer and Trans Writers ,Presses
http://deepvellum.org/contact/,Deep Vellum Publishing, / Year-Round / Translations of Fiction and Nonfiction,Presses
https://dzancbooks.submittable.com/submit,Dzanc Books Fiction Prize, / Deadline: September 30 2018 / Fiction / $25 / Prize: $5,000 + Publication,Presses
https://dzancbooks.submittable.com/submit,Dzanc Books - Short Story Collection Competition,/ Deadline: September 30 2018 / Short Story Collections / $25 / Prize: $2,500 Advance + Publication,Presses
https://dzancbooks.submittable.com/submit,Dzanc Books Nonfiction Prize, / Deadline: September 30 2018 / Nonfiction / $25 / Prize: $1,500 Advance + Publication,Presses
http://elbalazopress.com/about-el-balazo/,El Balazo Press, / Now / All Genres,Presses
http://elixirpress.com/annual-poetry-contest/,Elixir Press Poetry Awards, / Deadline: October 31 2018 / Poetry / $30 / Prize: $2000 + Publication,Presses
http://fictionadvocate.com/submit-3/,Fiction Advocate, / Now / Literary Criticism, Hybrid Fiction |Novels,Presses
http://www.fc2.org/prizes.html,Fiction Collective 2 - Ronald Sukenick Innovative Fiction Contest,/ Deadline: November 1 2018 / Fiction / $25 / Prize: $1,500 + Publication / Final Judge: Aimee Parkison,Presses
http://www.fc2.org/prizes.html,Fiction Collective 2 - Catherine Doctorow Innovcative Fiction Prize, / Deadline: November 1 2018 / Fiction from a Writer with at Least Three Books of Fiction Published / $25 / Prize: $15,000 + Publication / Judge: Shelley Jackson,Presses
http://fourwaybooks.com/site/guidelines/,Four Way Books - It's No Contest,/ Deadline: November 15 2018 - December 15 2018 / Poetry by a NYC Resident,Presses
https://www.getfreshbooksllc.com/your-manuscript.html,Get Fresh Books, / Now / Poetry Queries,Presses
http://www.halfmystic.com/manuscripts/,Half Mystic Press, / Year-Round / Poetry | Essay | Short Story Collections | Drama |Memoirs | Novellas | Novels,Presses
http://www.harpoonreview.com/harpoon-books.html,Harpoon Books, / Deadline: December 31 2018 / Poetry | Flash Fiction | Essay Collections / $10,Presses
http://www.haverthorn.co.uk/submissions.html,HVTN, / Now / Poetry Collections | Short Story Collections,Presses
http://www.insidethecastle.org/?page_id=2402,Inside the Castle, / Now / Prose | Poetry,Presses
https://www.interimpoetics.org/test-site-poetry-series/,Interim - Test Site Poetry Series Contest, / Deadline: November 1 2018 / Poetry / $25 / Prize: Publication by the University of Nevada Press,Presses
http://www.uiowapress.org/authors/iowa-prize.htm,Iowa Short Fiction Award, / Deadline: September 30 2018 / Short Stories,Presses
http://www.kernpunktpress.com/submissions.html,Kernpunkt Press, / Year-Round / Fiction / $10,Presses
http://www.kiddiepunk.com/contact.htm,Kiddiepunk, / Now / Zines and Books Centered Around Childhood,Presses
https://kraken.submittable.com/submit,Kraken Press,/ Now / Horror, Dark Fantasy, Weird Fiction,Presses
http://www.onmetatron.org/metatron-prize-2017/,Metatron Prize for Rising Authors, / Deadline: September 15 2018 / All Genres / $15 / Prize: $500 (CAD) Publication + Book Bundle / Judges: CA Conrad + Anne Boyer,Presses
http://moon-city-press.com/fiction-contest/,Moon City Press - Short Fiction Award, / Deadline: October 1 2018 / Collections of Short Fiction / $25 / Prize: $1000 + Publication,Presses
https://www.milkpressbooks.com/submit/,Milk Press,/ Year-Round / Poetry | Visual Art,Presses
https://newamericanpress.submittable.com/submit,New American Press - New American Poetry Prize,/ Deadline: January 16 2019 / Poetry / $25 /  Prize: $1000 + Publication / Judge: Sara Gelston,Presses
https://newissuespress.com/submission-guidelines/,New Issues Poetry Prize, / Deadline: December 30 2018 / Poetry / $25 / Prize: $1000 + Publication,Presses
https://newissuespress.com/submission-guidelines/,New Issues Green Rose Prize, / Deadline: October 1 2018 / Poetry from Individuals with at Least One Full-Length Poetry Publication / $30 / Prize: $1000 + Publication / Judge: Forrest Gander,Presses
http://www.nightboat.org/content/about-prize,Nightboat Books Poetry Prize, / Deadline: November 15 2018 / Poetry / $28 / Prize: $1000 + Publication / Judges: Kazim Ali + Stephen Motika,Presses
http://www.ohioswallow.com/poetry_prize,Ohio University Press - Hollis Summers Poetry Prize, / Deadline: December 1 2018 / Poetry / $30 / Prize: $1000 + Publication,Presses
http://www.omnidawn.com/contest/poetry-contests.htm,Omnidawn — Open Poetry Book Contest ,/ Deadline: October 15 2018 / Poetry / $27 /  Prize: $3000 + Publication / Judge: Mei-mei Berssenbrugge,Presses
http://omnidawn.com/contest/poetry-contests.htm,Omnidawn — Lake Merritt First/Second Book Contest, / Deadline: November 1 2018 - December 29 2018 / Poetry / $27 / Prize: $3000 + Publication / Judge: Hoa Nguyen,Presses
http://www.theoperatingsystem.org/publish-with-the-os/,The Operating System, / Now / Poetry | Fiction | Nonfiction | Drama | Cross-Genre,Presses
https://orisonbooks.submittable.com/submit,Orison Books, / Now / NonFiction |Poetry in Translation,Presses
https://orsonspublishing.com/book-submissions/,Orson’s Publishing,/ Deadline: October 1 2018 /  Literary Fiction |NonFiction |Fantasy, Sci-Fi, Westerns, Short Story Collections,Presses
https://outpost19.submittable.com/submit,Outpost 19, / Year-Round / Fiction | Nonfiction,Presses
https://pankmagazine.submittable.com/submit,PANK, / Now / Poetry | Fiction | NonFiction | Experimental, Collaborative, Hybrid / $25,Presses
https://www.patient-sounds.com/contests,Patient Presses, / Deadline: November 1 2018 / All Genres / $10 / Prize: $100 + Publication,Presses
http://www.pen.org/content/penbellwether-prize-socially-engaged-fiction-25000?utm_content=16305962&utm_medium=social&utm_source=twitter,PEN/Bellwether Prize for Socially Engaged Fiction, / Deadline: October 12 2018 / Fiction / $25 / Prize: $25,000 + Publication with Algonquin Books,Presses
http://www.perseabooks.com/poetryprize.php,Persea Books - Lexi Rudnitsky First Book Prize, / Deadline: October 31 2018 / First Book of Poetry by an American Woman / $30 / Prize: $1000 + Publication + 6-Week Residency in Italy,Presses
http://www.perugiapress.com/contest.php,Perugia Press, / Deadline: November 15 2018 / First or Second Book of Poetry by a Woman / $27 / Prize: $1000 + Publication,Presses
http://platypuspress.co.uk/guidelines,Platypus Press,/ Year-Round / Poetry | Fiction | Nonfiction,Presses
http://www.playsinverse.com/contact.html,Plays Inverse Press, / Now / Plays, Cross-Genre | Performance Lit,Presses
http://pleiadespress.org/about/guidelines/,Pleiades Press - The Lena-Miles Wever Todd Prize for Poetry, / Deadline: October 15 2018 - November 15 2018 / Poetry / $25 / Prize: $2000 + Publication + $1000 for Book Tour Expenses / Judge: Traci Brimhall,Presses
https://www.printedmatter.org/programs/events/723,Printed Matter Inc., / Deadline: October 21 2018 / Proposals for Artists’ Books / Prize: $1,500 + Publication,Presses
https://punctumbooks.com/contact/,Punctum Books, / Now / Proposals for Unconventional Scholarly Work,Presses
https://quercusreviewpress.com/2017/08/08/fall-2017-poetry-book-award/,Quercus Review Press - Poetry Book Award, / Deadline: December 28 2018 / Poetry / $25 / Prize: $1000 + Publication,Presses
http://redhen.org/awards-2/bsa/,Red Hen Press - Benjamin Saltman Poetry Award, / Deadline: October 31 2018 / $25 / Prize: $3000 + 4-Week PLAYA Residency + Publication / Judge: Marilyn Nelson,Presses
http://redhen.org/awards-2/red-hen-press-fiction-award/,Red Hen Press - Fiction Award, / Deadline: September 30 2018 / Fiction / $25 / Prize: $1000 + Publication / Judge: Ann Hood,Presses
https://redhenpress.submittable.com/submit,Red Hen Press - General Submissions, / Now / All Genres / $20,Presses
https://redmountainpress.submittable.com/submit,Red Mountain Press Poetry Prize, / Deadline: September 15 2018 / Poetry / $30 / Prize: $1000 + Publication,Presses
http://www.respublishing.com/guidelines,Resolute Publishing,/ Now / Fiction by Women of Color | Nonfiction by Women of Color,Presses
http://www.restlessbooks.com/prize-for-new-immigrant-writing/,Restless Books Prize for New Immigrant Writing, / Deadline: March 31 2019 / Nonfiction by First-Generation Residents of Any Country / Prize: $10,000 + Publication,Presses
http://www.riverteethjournal.com/contests,River Teeth - Literary Nonfiction Prize, / Deadline: October 31 2018 / Nonfiction / $27 / Prize: $1000 + Publication by University of New Mexico Press / Judge: Philip Lopate,Presses
http://www.sarabandebooks.org/open-essay,Sarabande Books - Open Essay Submissions,/ Deadline: September 30 2018 / Nonfiction / $20,Presses
https://schismmsihcs.wordpress.com/about/,Schism Press, / Now / Philosophy | Theory,Presses
https://www.seesharppress.com/submissions.html,See Sharp Press, / Now / Nonfiction | Science Fiction Queries,Presses
http://www.shademountainpress.com/contact.php,Shade Mountain Press, / Deadline: November 30 2018 / Fiction by D/deaf and/or Disabled Women,Presses
http://sporkpress.com/,Spork Press, / Now / Fiction | Poetry | Hybrid,Presses
http://www.ut.edu/TampaReview/TRDetail.aspx?id=12510,Tampa Review Prize for Poetry, / Deadline: December 31 2018 / Poetry / $25 / Prize: $2000 + Publication,Presses
http://www.tavernbooks.org/wrolstad-series,Tavern Books - Wrolstad Contemporary Poetry Series,/ Deadline: October 1 2018 - January 15 2019 / Poetry by Women Under 40 / $15 / Prize: $1000 + 1-Month Residency in Carver OR + Publication,Presses
https://tremblingpillowpress.submittable.com/submit,Trembling Pillow Press, / Now / Poetry | Poetry Translations| Essays About Poetry / $15,Presses
http://www.triohousepress.org/submissions.html,Trio House Press - Trio Award For First or Second Book, / Deadline: November 1 2018  - April 30 2019 / Poetry / $25 / $1000 + Publication,Presses
http://www.triohousepress.org/submissions.html,Trio House Press - Louise Bogan Award, / Deadline: November 1 2018 - April 30 2019 / Poetry / $25 / $1000 + Publication,Presses
https://www.tupelopress.org/dorset-prize/,Tupelo Press - Dorset Prize, / Deadline: December 31 2018 / Poetry / $30 / Prize: $3000 + Residency at MASS MoCA + Publication / Judge: Mary Jo Bang,Presses
https://twodollarradio.submittable.com/submit,Two Dollar Radio, / Now / Fiction / $3,Presses
https://twolines.submittable.com/submit/,Two Lines Press, / Now / Translations of Novels | Translations of Short Story Collections,Presses
https://uark.submittable.com/submit/28003,University of Arkansas Press - Miller Williams Poetry Prize, / Deadline: September 30 2018 / Poetry / $28 / Series Editor: Billy Collins / Prize: $5000 + Publication,Presses
https://uark.submittable.com/submit/28003,University of Arkansas Press - CantoMundo Poetry Prize, / Deadline: April 15 2019 / Poetry from Latina/o Writers / $28 / Prize: $1000 + Publication,Presses
https://uark.submittable.com/submit/28003,University of Arkansas Press - Etel Adnan Prize, / Deadline: April 15 2019 / First or Second Books of Poetry from Writers of Arab Heritage / $25 / Prize: $1000 + Publication,Presses
https://untpress.unt.edu/contest,University of North Texas Press - Vassar Miller Prize, / Deadline: October 31 2018 / Poetry / $25 / Prize: $1000 + Publication,Presses
https://creativewriting.wisc.edu/submit.html,University of Wisconsin Press - Brittingham & Felix Pollak Poetry Prizes,/ Deadline: September 15 2018 / Poetry / $28 / Prize: $1000 + Publication,Presses
http://youngerpoets.yupnet.org/submission-instructions/,Yale Younger Poets Series,/ Deadline: October 1 2018 - November 15 2018 / Poetry / $25 / Judge: Carl Phillips,Presses
http://www.anstrutherpress.com/about/,Anstruther Press,/ Year-Round / Poetry by Canadian Poets,Presses
http://furtherotherbookworks.com/index.php/attn/attn-open-archive/,ATTN: Open Archive Series,/ Now / Multiple-Author Poetry Collections and Archives,Chapbooks
http://furtherotherbookworks.com/index.php/attn/attn-open-archive/,ATTN: Correspondences,/ Now / Poetry Collaborations,Chapbooks
http://www.autumnhouse.org/contest-submissions/coal-hill-review-chapbook/,Autumn House Press Chapbook Contest, / Deadline: November 1 2018 / Poetry / $20 / Prize: $1000 + Publication / Judge: Gerry LaFemina,Chapbooks
https://balticwritingresidency.submittable.com/Submit,Baltic Writing Residency - Chapbook Contest, / Deadline: February 15 2019 / Poetry / $23 / Prize: $750 + Publication with Rabbit Catastrophe Press / Judge: Darcie Dennigan,Chapbooks
http://batcatpress.com/submissions/,Batcat Press, / Deadline: January 1 2018 / All Genres,Chapbooks
http://bateaupress.org/submission-guidelines/,Bateau Press - Boom Chapbook Contest, / Deadline: November 1 2018 / Poetry / $14 / Prize: $250 + Publication,Chapbooks
https://blacklawrencepress.submittable.com/submit,Black Lawrence Press - The Fall Black River Chapbook Competition, / Deadline: October 31 2018 / Poetry | Fiction / $15 / Prize: $500 + Publication,Chapbooks
http://www.bottlecap.press/subguidelines,Bottlecap Press, / Now / Poetry | Fiction,Chapbooks
http://centerforbookarts.org/opportunities/for-writers/,Center for Book Arts - Poetry Chapbook Competition, / Deadline: December 15 2018 / Poetry / $30 / Prize: $1000 + Publication + Residency at the Millay Colony for the Arts / Judge: Edwin Torres,Chapbooks
http://damagedgoodspress.com/dgp-submissions/,Damaged Goods Press, / Now / Poetry | Essays | Hybrid Writing from Queer and Trans Writers,Chapbooks
http://disorderpress.com/submissions/,Disorder Press, / Year-Round / Poetry | Fiction | Nonfiction,Chapbooks
http://eggtootheditions.tumblr.com/contestlong,Eggtooth Editions, / Deadline: September 15 2018 - December 15 2018 / Poetry | Drama |Fiction | NonFiction | Comics| Visual Art |Hybrid / $10,Chapbooks
http://www.foundlingsmagazine.com/home.html,Foundlings Press - Chapbook Contest,/ Deadline: October 1 2018 / Poetry / $3 / Prize: Publication + Weekend Residency in Buffalo NY,Chapbooks
https://francishouse.submittable.com/submit/109259/open-chapbook-submissions-2018,Francis House, / Deadline: January 1 2019 / Poetry / $7.50,Chapbooks
https://homeboundpublications.submittable.com/submit,Homebound Publications - Little Bound Chapbook Series, / Now / Fiction | Nonfiction,Chapbooks
http://newfoundjournal.org/poetry-prize/,Newfound - Gloria Anzaldúa Poetry Prize, / Deadline: September 17 2018 / $15 / Prize: $1000 + Publication / Judge: Cynthia Cruz,Chapbooks
http://www.oversoundpoetry.com/chapbook/,Oversound Chapbook Prize,/ Deadline: September 30 2018 / $18 / Poetry / Prize $1000 + Publication / Judge: Solmaz Sharif,Chapbooks
https://pankmagazine.submittable.com/submit,PANK, / Now / Poetry | Fiction | NonFiction | Hybrid / $20,Chapbooks
https://pitymilkpress.wordpress.com/submissions/,pitymilk press, / Now / Poetry | Hybrid,Chapbooks
http://platypuspress.co.uk/guidelines,Platypus Press, / Now / Fiction | NonFiction | Poetry,Chapbooks
http://platypuspress.co.uk/guidelines,Platypus Press - Digital Shorts, / Now / Fiction,Chapbooks
http://sixthfinch.com/submit,Sixth Finch, / Deadline: October 8 2018 / Poetry / $12,Chapbooks
https://throwbackbooks.submittable.com/submit,Throwback Books, / Now / Poetry | Prose | Coloring Books,Chapbooks
http://cavecanempoets.org/prizes/toi-derricotte-cornelius-eady-chapbook-prize/,Toi Derricotte & Cornelius Eady Chapbook Prize ,/ Deadline: September 30 2018 / Poetry / $12 / Prize: $500 + Publication by Jai-Alai Books + Residency at The Writer’s Room / Judge: Dawn Lundy Martin,Chapbooks
https://www.tupelopress.org//sunken-garden-poetry-prize/,Tupelo Press - Sunken Garden Chapbook Prize, / Deadline: October 31 2018 / Poetry / $25 / Prize: $1000 + Publication / Judge: Timothy Donnelly,Chapbooks
http://www.3ammagazine.com/3am/submissions/,3:AM,/ Now / NonFiction | Collaborative Poetry | Visual Poetry,Chapbooks
http://3elementsreview.com/submit,3Elements Review, / Deadline: October 31 2018 / Fiction | Poetry | NonFiction | Art |Photography,Journals & Anthologies
https://32poems.submittable.com/submit,32 Poems,/ Year-Round / Poetry | Reviews / $3| Free,Journals & Anthologies
https://8poems.com/about,8 Poems, / Year-Round / Poetry,Journals & Anthologies
https://apublicspacedemo.submittable.com/submit,A Public Space, / Deadline: September 15 2018 - April 15 2019 / Fiction | Poetry | Nonfiction,Journals & Anthologies
https://www.avelvetgiant.com/submit/,A VELVET GIANT, / Now / All Genres| Cross-Genre | Experimental| Art,Journals & Anthologies
http://aumag.org/submissions/,A&U Magazine, / Now / Poetry | Fiction | Drama | Nonfiction Related to HIV/AIDS,Journals & Anthologies
http://adoreadoreadore.com/call-submissions-fey/,AADOREE — The Fey,/ Deadline: September 22 2018 - December 21 2018 / Experimental Writing,Journals & Anthologies
http://www.aaduna.org/submission-process/,Aaduna, / Deadline: November 16 2018 / Prose | Poetry | Visual Art,Journals & Anthologies
https://theaccountajournalofpoetryprosethought.submittable.com/submit,The Account, / Deadline: November 1 2018 - March 1 2019 / Poetry | Fiction | Nonfiction,Journals & Anthologies
http://www.acentosreview.com/Submission_Guidelines.html,The Acentos Review,/ Year-Round / Poetry | Fiction | Nonfiction | Translation | Cross-Genre | Art,Journals & Anthologies
https://afterhappyhourreview.submittable.com/submit,After Happy Hour ,/ Year-Round / Fiction | Flash Fiction | NonFiction | Poetry | Art,Journals & Anthologies
https://aglimpseof.net/,A) Glimpse) Of), / Year-Round / Fiction | NonFiction | Poetry | Art |Sound| Hybrid,Journals & Anthologies
https://www.alwayscrashing.com/submissions-1/,Always Crashing, / Now / Fiction | Poetry | Art |Audio| Other,Journals & Anthologies
https://www.apjpoetry.org/submit,American Poetry Journal, / Open: September 8 2018 / Poetry | Journals & Anthologies
https://anastamos.submittable.com/submit,Anastamos — Tangible, / Deadline: October 10 2018 / Poetry | Fiction | NonFiction | Art, Academic,Journals & Anthologies
http://www.angelcityreview.com/submissions/,Angel City Review, / Deadline: November 5 2018 / Fiction | NonFiction | Poetry | Reviews,Journals & Anthologies
https://angryoldmanmagazine.com/submissions/,Angry Old Man Magazine, / Year-Round / All Genres,Journals & Anthologies
http://www.anmly.org/submit,Anomaly, / Deadline: November 1 2018 - March 1 2019 / Poetry | Fiction | NonFiction | Translations| Comics / $3 (Waiver Available for inancial Hardship),Journals & Anthologies
http://www.anmly.org/submit,Anomaly — Transtastic Tomorrows Folio, / Deadline: September 15 2018 / Science Fiction & Speculative Fiction by Trans/GNC Writers,Journals & Anthologies
http://www.anmly.org/submit,Anomaly, / Rolling Submissions / Proposals for Themed Folios for Upcoming Issues,Journals & Anthologies
http://heroinchic.weebly.com/about.html,Anti-Heroin Chic, / Year-Round / Fiction | Poetry | Essay | Photography | Interviews,Journals & Anthologies
http://aptpoetry.com/issue7/about.html,Apartment Poetry, / Year-Round / Poetry,Journals & Anthologies
https://www.apercuslitmag.com/submit,Apercus, / Year-Round / Poetry,Journals & Anthologies
http://apiarymagazine.com/submit,Apiary Magazine,/ Deadline: December 15 2018 / Poetry | Fiction | Nonfiction | Hybrid Work from Philadelphia-Area Writers,Journals & Anthologies
http://apricitypress.weebly.com/submissions.html,Apricity Press, / Deadline: January 1 2019  / Poetry | Prose | Art | Dance| Journals & Anthologies
http://www.americanliteraryreview.com/submit.html,American Literary Review, / Deadline: October 1 2018 - May 1 2019 / Poetry | Fiction | NonFiction | Reviews| Art / $3,Journals & Anthologies
http://www.americanliteraryreview.com/contest-guidelines.html,American Literary Review - Annual Contest, / Deadline: October 1 2018 / Poetry | NonFiction | Fiction / $15 / Prize: $1000 + Publication,Journals & Anthologies
https://americanshortfiction.submittable.com/submit,American Short Fiction,/ Year-Round / Fiction / $3,Journals & Anthologies
https://anatoliosmagazine.wordpress.com/guidelines/,Anatolios Magazine,/ Deadline: September 30 2018 / Poetry | Prose | Art | Photography,Journals & Anthologies
https://arcturus.chireviewofbooks.com/submit-your-work-a2c3f8bdac8c,Arcturus, / Year-Round / Poetry | Fiction | Flash Fiction | Nonfiction | Hybrid,Journals & Anthologies
http://www.arkint.org/submissions/,The Arkansas International, / Deadline: April 1 2019 / Fiction | Poetry | Essays | Comics | Works in Translation / $3 (After Submission Cap Has Been Reached),Journals & Anthologies
http://www.arkint.org/submissions/,The Arkansas International — Emerging Writer’s Prize, / Deadline: October 20 2018 / Prose from Writers Without a Published Book / $20 / Prize: $1000 + Publication / Judge: Adam Johnson,Journals & Anthologies
http://www.assayjournal.com/submit.html,Assay: A Journal of Nonfiction Studies, / Now / Scholarly Writing about Nonfiction,Journals & Anthologies
http://www.asymptotejournal.com/submit.php,Asymptote, / Year-Round / Translations of Drama | Fiction | Poetry | Nonfiction,Journals & Anthologies
http://www.asymptotejournal.com/submit.php,Asymptote — Close Approximations Contest, / Deadline: October 1 2018 / Translations of Fiction | Translations of Poetry / $20 / Prize: $1000 / Judges: Edward Gauvin (Fiction) + Eugene Ostashevsky (Poetry),Journals & Anthologies
https://atticusbooks.submittable.com/Submit,Atticus Review, / Now / Fiction | NonFiction | Poetry, Journals & Anthologies
https://atticusbooks.submittable.com/Submit,Atticus Review — Flash Fiction Contest, / Deadline: September 4 2018 - October 29 2018 / Flash Fiction / $10-$15 / Prize: $500 + Publication / Judge: Mary Miller,Journals & Anthologies
https://automatareview.com/submissions/,Automata Review, / Year-Round / Fiction,Journals & Anthologies
https://awkwardmermaid.com/submit/,Awkward Mermaid, / Year-Round / Fiction | Nonfiction | Poetry | Art,Journals & Anthologies
https://www.baestjournal.com/submit/,bæst: a journal of queer forms & affects, / Year-Round / All Genres,Journals & Anthologies
http://www.batcityreview.org/submit/,Bat City Review,/ Deadline: November 1 2018 / Fiction | Poetry | Nonfiction | Art | Cross-Genre,Journals & Anthologies
https://bayoumagazine.submittable.com/submit,Bayou Magazine,/ Deadline: May 1 2019 / Fiction | Poetry | Nonfiction | Visual Art,Journals & Anthologies
https://bayoumagazine.submittable.com/submit,Bayou Magazine — James Knudsen Prize for Fiction,/ Deadline: October 1 2018 - January 1 2019 / $20 /  Prize: $1000 + Publication,Journals & Anthologies
https://bayoumagazine.submittable.com/submit,Bayou Magazine — Kay Murphy Prize for Poetry,/ Deadline: October 1 2018 - January 1 2019 / $20 /  Prize: $1000 + Publication,Journals & Anthologies
https://bearreview.submittable.com/submit#_=_,Bear Review, / Now / Poetry | Flash Fiction | Flash Nonfiction | Art,Journals & Anthologies
https://beechstreetreview.com/guidelines/,Beech Street Review, / October 1 -31 2018 / Poetry,Journals & Anthologies
https://beechersmag.submittable.com/submit,Beecher’s Magazine, / Deadline: February 14 2019 / Poetry | Fiction | Flash Fiction | Nonfiction,Journals & Anthologies
http://www.benningtonreview.org/submit/,Bennington Review, / Deadline: November 1 2018 - May 15 2019 / Poetry | Fiction  | Nonfiction | Writing on Film| Cross-Genre,Journals & Anthologies
https://www.ocf.berkeley.edu/~bpr/submission-guidelines/,Berkeley Poetry Review, / Deadline: February 1 2019 / Poetry,Journals & Anthologies
https://medium.com/@beyondtheblock/beyond-the-block-is-accepting-submissions-93cfadb2b2dd,Beyond the Block, / Now / Fiction | Nonfiction and Poetry from Incarcerated or Imprisoned Writers,Journals & Anthologies
http://www.bigecho.org/submissions/,Big Echo: Critical Science Fiction,/ Now / Speculative Poetry | Science Fiction Poetry | Journals & Anthologies
https://blacksunlit.submittable.com/submit,Black Sun Lit, / Year-Round / Prose | Poetry | Essays | Translations | Art,Journals & Anthologies
http://blacksunlit.com/2018/08/open-call-for-submissions-vestiges_04-aphasia/,Black Sun Lit - Vestiges, / Deadline: November 30 2018 / Hybrid| Essays on Poetics and Narratology| Works in Translation,Journals & Anthologies
http://bloodorangereview.com/submit/,Blood Orange Review, / Deadline: April 30 2019 / Poetry | Fiction | Nonfiction / $3,Journals & Anthologies
https://blueearthreview.submittable.com/submit,Blue Earth Review,/ Year-Round / NonFiction | Poetry,Journals & Anthologies
https://bluemesareview.submittable.com/submit,Blue Mesa Review,/ Deadline: October 1 2018 - March 15 2019 / Fiction | NonFiction | Poetry,Journals & Anthologies
https://boaatpress.submittable.com/submit,BOAAT, / Now / Poetry,Journals & Anthologies
https://bodegamagazine.submittable.com/submit,Bodega Magazine, / Now / Poetry | Fiction | Nonfiction,Journals & Anthologies
https://theboilerjournal.com/guidelines/,The Boiler, / Deadline: September 15 2018 - November 15 2018 / Poetry | Fiction | NonFiction | Art,Journals & Anthologies
